cantico_id,club_id,equipo_mencionado_fuente,titulo_referencia,letra_original,contexto_cantico,referente_contextual,fuente_contexto,estado_contexto,fuente,url,fecha_consulta,fecha_publicacion,metodo_adquisicion,numero_palabras,estado_verificacion,posible_similar_a,revision_manual,observacion_revision
CAN0314,CLU012,Deportes Tolima,Yo Te Quiero Más,"Vamos vamos Vinotinto, Vamos a ganar, Vamos vamos Vinotinto, Vamos a ganar, Yo te sigo a todas partes a donde vas, Cada día te quiero más...",,,,,FanChants,https://www.fanchants.com/es/football-songs/deportes-tolima-chants/i-want-more-2/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,26,aceptado,,No,
CAN0315,CLU012,Deportes Tolima,¡Dale To!,"¡Ooooh oh campeón! ¡Oh campeón, oh campeón! ¡Dale, dale To!... (Se repite...)",,,,,FanChants,https://www.fanchants.com/es/football-songs/deportes-tolima-chants/deportes-tolima-chant-1/,2026-09-01,2013,Copiado de texto público mediante extracción reproducible,12,aceptado,,No,
CAN0316,CLU014,Independiente Santa Fe,A ver si entienden todos los jugadores,"A ver si entienden todos los jugadores
dejen la vidaaa por los colores
a ver si entienden todos los dirigentes
Santa Fe es grande por esta gente
hay que alentar en la buena y en la mala
porque esta es una hinchada distinta a las demas
no como el diablo,el verde, el gallinero
que si no van primeros a la cancha no van mas",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/a-ver-si-entienden-todos-los-jugadores/,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,aceptado,,No,
CAN0317,CLU014,Independiente Santa Fe,Albi Rojo soy,"Albirojo soy con la guardia a todos lados voy,
Albirojo soy con la guardia a todos lados voy,
El rojo es pasión locura y corazón,
Ni la muerte nos va a separar,
Hoy hay que ganar,
No podemos perder,
Y campeones salir otra vez",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/albi-rojo-soy/,2026-09-01,,Copiado de texto público mediante extracción reproducible,44,requiere revisión: similitud,CAN0409,Sí,"Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/albirojo-soy/; Similitud alta conservada: CAN0409 (secuencia=0.978, vocabulario=0.941, longitud=0.957)"
CAN0318,CLU014,Independiente Santa Fe,Americano hijueputa,"americano hijueputa
amargado se te ve
porque rojo solo hay uno
y se llama SANTAFE",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/americano-hijueputa/,2026-09-01,,Copiado de texto público mediante extracción reproducible,15,aceptado,,No,
CAN0319,CLU014,Independiente Santa Fe,Antes de ser gallina yo me mato,"Rojo te amo, yo te amo!
antes de ser gallina yo me mato
vamos vamos albirrojo hoy te vinimos a ver
la banda esta re loca no podemos perder
rojo locura, que locura!
que tenemos aguante no hay duda",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/antes-de-ser-gallina-yo-me-mato/,2026-09-01,,Copiado de texto público mediante extracción reproducible,39,aceptado,,No,
CAN0320,CLU014,Independiente Santa Fe,Cada dia te quiero mas,"ole ole ole ole ole ole ola
vamos mi santafe
cada dia te quiero mas
yoooooooo yo te amo
es un sentimiento
no puedo paraaaaar",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/cada-dia-te-quiero-mas/,2026-09-01,,Copiado de texto público mediante extracción reproducible,25,requiere revisión: similitud,CAN0406,Sí,"Similitud alta conservada: CAN0406 (secuencia=0.920, vocabulario=0.810, longitud=1.000)"
CAN0321,CLU014,Independiente Santa Fe,Cada día yo te amo más,"Olé, olé, olé; olé, olé, olé, olá.
Vamos mi Santa Fe, cada día yo te amo más
Yo, yo te amo; es un sentimiento y no puedo parar.",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/cada-dia-yo-te-amo-mas/,2026-09-01,,Copiado de texto público mediante extracción reproducible,28,aceptado,,No,
CAN0322,CLU014,Independiente Santa Fe,Campeones del Continente,"Somos Campeones del Continente
y eso Nadie lo va a Cambiar
Con el León te Acompaño a Todas las Canchas
Y la Libertadores quiero ganar
De amargura desde niño, La alegría no les da
De nacer con el expreso, Todo el año es carnaval
Y la gente rival que siente, Que la Ganamos sin Pagar
No necesitamos nada, Con Esfuerzo Con el Corazón",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/campeones-del-continente/,2026-09-01,,Copiado de texto público mediante extracción reproducible,63,aceptado,,No,
CAN0323,CLU014,Independiente Santa Fe,Como me voy a olvidar,"Como me voy a olvidar
cuando era chico y me traía MI VIEJO!!!
a ver al rojo campeón
y sus jugadas de fantasía
Hizo el destino el azar
quien fuera yo tu mejor hincha
y en una noche de alcohol
nos moriremos de la alegría
Es mi ilusión verte campeón
sigo esperando esa suerte mía
estar con vos una vez mas
para la vuelta volver a dar",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/como-me-voy-a-olvidar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,67,aceptado,,No,
CAN0324,CLU014,Independiente Santa Fe,Cuando yo me muera no quiero llanto ni pena,"cuando yo me muera no quiero llanto ni pena
yo quiero que a mi me velen envuelto en una bandera
esa roja y blanca color que llevo en mis venas
por esta pasion re loca que solo siento por ella
yo quiero a la gente, saltando y de fiesta
como hace la guardia, aunque gane o pierda
por ser la alegria de mi corazon
por eso te amo glorioso leon",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/cuando-yo-me-muera-no-quiero-llanto-ni-pena/,2026-09-01,,Copiado de texto público mediante extracción reproducible,70,aceptado,,No,
CAN0325,CLU014,Independiente Santa Fe,De La Cuna,"De la cuna yo soy del expreso
Este amor no se puede explicar
Es por eso albirrojo querido
Que la vuelta yo la quiero dar
Dejen todo en la cancha muchachos
Y seguro salimos campeon
Porque siempre
Que siempre
Que siempre estoy con el leoooon
Te vine a’lentar
Dale dale rooooojo
Yo te sigo a todos lados
Te quiero ver campeon",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/de-la-cuna/,2026-09-01,,Copiado de texto público mediante extracción reproducible,61,aceptado,,No,
CAN0326,CLU014,Independiente Santa Fe,Desde Pequeño,"Vamo vamo vamos el expreso
La guardia esta alentando
Ustedes pongan huevos
Solo pido que vayas al frente
Y vayas donde vayas
Siempre estaré presente
Desde pequeño
Este sentimiento fue creciendo
Eres mi vida
Todo lo que tengo por ti daría
LEÓN",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/desde-pequeno/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,aceptado,,No,
CAN0327,CLU014,Independiente Santa Fe,Dicen que estamos locos de la cabeza,"Dicen que estamos locos de la cabeza,
Una mierda
Pero a esta banda loca no le interesa,
Vamos tomando vino con marihuana,
Somos los de la banda descontrolada,
Oh Santa Fe,
Oh Santa Fe,
Oh Santa Fe,
Oh Santa Fe",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/dicen-que-estamos-locos-de-la-cabeza/,2026-09-01,,Copiado de texto público mediante extracción reproducible,40,requiere revisión: similitud,CAN0419,Sí,"Similitud alta conservada: CAN0419 (secuencia=0.963, vocabulario=0.900, longitud=0.976)"
CAN0328,CLU014,Independiente Santa Fe,El expreso es alegría,"El expreso es mi alegría, lo mas grande que hay en la vida.
La gayina ni los sureños, nadie puede con el sentimiento que siento por vos.
Yo te llevo en el corazón, por eso vengo.
Santa Fe, mi pasión, la alegría de mi corazón.
Santa Fe, solo Dios, sabe lo que yo siento por vos.",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-expreso-es-alegria/,2026-09-01,,Copiado de texto público mediante extracción reproducible,56,aceptado,,No,
CAN0329,CLU014,Independiente Santa Fe,El expreso es una enfermedad,"El expreso es una enfermedad
yo lo sigo siempre a donde va
somos capos de la capital
miyonarioz (provinciano) te vamo'a matar
te alentare hasta la muerte
te alentare donde sea
lo único que quiero es ver al Rojo campeón
y dar la decima vuelta...",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-expreso-es-una-enfermedad/,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,aceptado,,No,
CAN0330,CLU014,Independiente Santa Fe,El león es valiente y fuerte va a rugir,"El rojo se alista con fe en el alma,
Se pone las prendas, la banda avanza.
El león es valiente y fuerte va a rugir,
La guardia alienta el deseo por cumplir.
Jugando se acerca y cuestiona la suerte,
Corriendo y metiendo, albirrojo va al frente.
Preguntan porque el rojo es mi enfermedad,
Poniendo mas huevos la copa vendrá.
Tomo de vez en cuando y fumo del vicio de mi cardenal
Primeros campeones, eternos seremos,
Y una alegria tu nos puedas dar.
Coro
Seeee que en tu juego hay pasiooooón,
Que mereces otra vez ser campeooooón,
Lo que te hace mejor es luchar con la fuerza del León. (bis)",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-leon-es-valiente-y-fuerte-va-a-rugir/,2026-09-01,,Copiado de texto público mediante extracción reproducible,109,aceptado,,No,
CAN0331,CLU014,Independiente Santa Fe,El que no alienta al expreso,"yo tengo un pacto a lo cardenal
de visitante o de local
fumando porro tomando vino
el que no alienta al expreso
a que putas fue que vino
yo tengo un pacto a lo cardenal",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-que-no-alienta-al-expreso/,2026-09-01,,Copiado de texto público mediante extracción reproducible,35,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/yo-tengo-un-pacto-a-lo-cardenal/
CAN0332,CLU014,Independiente Santa Fe,El regalo de mi viejo,"Siempre he sido del expreso
fue el regalo de mi viejo
el leon es mi alegria lo mas grande de mi vida
al expreso yo lo sigo
al expreso yo lo quiero
regalame ese momento
de verte salir primero
vamos albi-rojo
vamos el leon
yo te quiero
Daria la vida por verte
campeon
yo me muero",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-regalo-de-mi-viejo/,2026-09-01,,Copiado de texto público mediante extracción reproducible,57,aceptado,,No,
CAN0333,CLU014,Independiente Santa Fe,El Rojo Es La Locura,"El Rojo es la locura es la pasión
Al rojo yo lo quiero ver campeón
Gallina preparate para ver
La gloria no se fue de SANTA FE
Vamo' león
Vamo' a ganar
Porque la vuelta vamo' a dar
Hoy vamo' hacer
De BOGOTÁ
Todo el distrito CARDENAL",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-rojo-es-la-locura/,2026-09-01,,Copiado de texto público mediante extracción reproducible,47,requiere revisión: similitud,CAN0417,Sí,"Similitud alta conservada: CAN0417 (secuencia=0.915, vocabulario=0.944, longitud=1.000)"
CAN0334,CLU014,Independiente Santa Fe,El rojo salió campeón,"Quisiste gritarle a Leider te metió 3 en una jornada
saliste en una tanqueta te perseguía toda tu hinchada
volteaste todos lo trapos y te comiste un 7 - 3
y tu bandera mas grande nos es la mitad del Lienzo de Fe!
Y Vargas te lo metió, te lo metió, te lo metió
y el Rojo salio campeón, salio campeón, salio campeón",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/el-rojo-salio-campeon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,62,aceptado,,No,
CAN0335,CLU014,Independiente Santa Fe,En la grande capital hay una banda,"En la grande capital hay una banda
el aguante lo primero que aprendí
Bogotá de SANTA FE de nuestra gente
la ciudad lo más hermoso para mi
y ahora voy
delirando por la droga y el León
soy campeón
y siempre seremos el primer campeón...",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/en-la-grande-capital-hay-una-banda/,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,aceptado,,No,
CAN0336,CLU014,Independiente Santa Fe,Eres una enfermedad de la que no quiero curarme,"Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti
Yo te aliento sin parar yo te sigo a todas partes
Vamos expreso querido
Eres una enfermedad de la que no quiero curarme
Te quiero hasta el infinito
Yo te aliento sin parar yo te sigo a todas partes
Vamos mi santafecito
Eres una enfermedad de la que no quiero curarme
Te quiero hasta el infinito
Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti
Porque el Albi rojo es un sentimiento
Pasan los años y sigo aquí
De este gran amor yo no me arrepiento
Eres la razón de mí existir
De este gran amor no me arrepiento
Eres la razon de mí existir
Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/eres-una-enfermedad-de-la-que-no-quiero-curarme/,2026-09-01,,Copiado de texto público mediante extracción reproducible,168,requiere revisión: similitud,CAN0352,Sí,"Similitud alta conservada: CAN0352 (secuencia=0.937, vocabulario=0.745, longitud=0.994)"
CAN0337,CLU014,Independiente Santa Fe,Escucha lo que te digo con atencion,"Escucha lo que te digo con atencion
Esta banda se merece salir campeon
Borracho de la cabeza yo siempre estoy
YO SOY HINCHA DEL LEON",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/escucha-lo-que-te-digo-con-atencion/,2026-09-01,,Copiado de texto público mediante extracción reproducible,25,aceptado,,No,
CAN0338,CLU014,Independiente Santa Fe,Esta es la banda loca descontrolada,"Esta es la banda loca descontrolada
la que sigue al expreso y no pide nada
la que deja la vida por los colores
la que le sigue el juego a los jugadores
canta y no llores",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/esta-es-la-banda-loca-descontrolada/,2026-09-01,,Copiado de texto público mediante extracción reproducible,36,requiere revisión: similitud,CAN0416,Sí,"Similitud alta conservada: CAN0416 (secuencia=0.986, vocabulario=0.963, longitud=0.973)"
CAN0339,CLU014,Independiente Santa Fe,Esta es la guardia si señores,"esta es la guardia si señores
esta es la banda que va al frente
la que corre al puto verdeeee
y a ese diablo maricon
y no me importa donde juegues
ni la tomba nacional
preparate millonarios
que te vamos a matar",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/esta-es-la-guardia-si-senores/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,aceptado,,No,
CAN0340,CLU014,Independiente Santa Fe,Feliz cumpleaños leon,"Feliz cumpleaños leon
Y que cumplas muchos mas
Que feliz estoy
Vamo a festejar",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/feliz-cumpleanos-leon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,14,aceptado,,No,
CAN0341,CLU014,Independiente Santa Fe,Hasta el cajon,"para ser del expreso, para ser del expreso se necesita un poco de locura
un poco de locura y otra cosita y arriba y arriba, y arriba y arriba y arriba ire por santafe por santafe
santafe vamos vamos santafe vamos vamos santafe vamos vamos Santafe",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/hasta-el-cajon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,46,aceptado,,No,
CAN0342,CLU014,Independiente Santa Fe,Hay una cosa que solo le pido a dios,"Tambieenn lloree
& muchas veces fui presa por santa fe
Hay una cosa que solo le pido a dios
Que el rojo vaya conmigo hasta el cajón ..
& vayas a donde vayas yo voy con vos
Porque esto es un sentimiento es un descontrol ...",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/hay-una-cosa-que-solo-le-pido-a-dios/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,requiere revisión: similitud,CAN0358,Sí,"Similitud alta conservada: CAN0358 (secuencia=0.976, vocabulario=0.946, longitud=1.000)"
CAN0343,CLU014,Independiente Santa Fe,Himno de Independiente Santa Fe,"Santa Fe del fútbol el coloso y primer campeón nacional,
tu valor en la lucha es grandioso y es pujante y febril tu moral (BIS).
Tu pendón roji-blanco flamea del estadio en las tardes de sol;
la emoción de tus gentes corea
Santa Fe ya se acerca tu gol!
Santa Fe, capital de Colombia,
te ha confiado su nombre inmortal;
como ofrenda de honor a su gloria,
ceñirás la corona triunfal!
Santa Fe del fútbol el coloso y primer campeón nacional,
tu valor en la lucha es grandioso y es pujante y febril tu moral.
Yo celoso tu nombre venero;
de tu escudo guardián yo seré,y el pregón de victoria que quiero;
Santa Fe, Santa Fe, Santa Fe (BIS).",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/himno-de-independiente-santa-fe/,2026-09-01,,Copiado de texto público mediante extracción reproducible,121,aceptado,,No,
CAN0344,CLU014,Independiente Santa Fe,Hoy te vinimos a alentar,"vamo vamo santafe
hoy te vinimo a alentar
para ser campeon
HOY HAY QUE GANAR",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/hoy-te-vinimos-a-alentar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,15,aceptado,,No,
CAN0345,CLU014,Independiente Santa Fe,La fe no se ha perdido!,"leon! leon!
la fe no se ha perdido!
estaremos contigo!
para salir campeon!",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/la-fe-no-se-ha-perdido/,2026-09-01,,Copiado de texto público mediante extracción reproducible,13,aceptado,,No,
CAN0346,CLU014,Independiente Santa Fe,La Gallina en el Campin,"Siga el baile, siga el baile
Al campas del tamborín, que esta noche nos comimos
La Gallina en el Campin",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/la-gallina-en-el-campin/,2026-09-01,,Copiado de texto público mediante extracción reproducible,20,aceptado,,No,
CAN0347,CLU014,Independiente Santa Fe,La gradería ya se va a caer,"La gradería ya se va a caer,
La Guardia Roja sigue enardecida,
Ni por el putas podemos perder
Santafesote yo daría mi vida
¡Vamo´ albirrojo, hay que poner más huevos con esta hinchada
vamos a salir campeón de nuevo!",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/la-graderia-ya-se-va-a-caer/,2026-09-01,,Copiado de texto público mediante extracción reproducible,39,aceptado,,No,
CAN0348,CLU014,Independiente Santa Fe,Las cosas que hice por vos no las hice por nadie,"Dale rojo dale rojo
Dale rojo dale rojo
Vos sos mi única pasión
No pueden compararse
Las cosas que hice por vos
No las hice por nadie
Te sigo siempre donde juegues
No me importa nada
En la buena y en la mala siempre estoy con el León",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/las-cosas-que-hice-por-vos-no-las-hice-por-nadie/,2026-09-01,,Copiado de texto público mediante extracción reproducible,48,aceptado,,No,
CAN0349,CLU014,Independiente Santa Fe,Las gayinas son asi,"yo soy del rojo señor... cantemos todos con alegría
aunque no salgas campeón! el sentimiento no se termina
cuídate diablo en el pascual guerrero
la guardia roja ya fue a ese puto pueblo
cuídate verde vos sos un comunero
cuídate azul... vamos por vos primero!!
las gayinas son así, son la basura capitalina
cuando no salen campeón, esas tribunas están vacías.",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/las-gayinas-son-asi/,2026-09-01,,Copiado de texto público mediante extracción reproducible,61,requiere revisión: similitud,CAN0404,Sí,"Similitud alta conservada: CAN0404 (secuencia=0.967, vocabulario=0.926, longitud=1.000)"
CAN0350,CLU014,Independiente Santa Fe,Llega el domingo voy a ver al leon,"llega el domingo voy a ver al leon
rojo sos mi locura
daria la vida por alentarte a vos
de eso no cabe duda
yo soy del rojo porque tengo aguante
NO COMO MILLOS QUE CORRE A TODAS PARTES
esta tribuna los 90 minutos no para de alentarte",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/llega-el-domingo-voy-a-ver-al-leon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,48,aceptado,,No,
CAN0351,CLU014,Independiente Santa Fe,Llenamos la popular y nos mandamos en avalancha,"Los domingos despues almorzar,
nos vamos todos para la cancha,
llenamos la popular y nos mandamos en avalancha
Cuando te veo santa fe, toda esta banda se vuelve loca
Vamo' a saltar, vamo' a cantar yyyyy vamo' a ganar la copa
No somos putas como son las gayinas, no somos pueblo como lo es nacional
Yo soy asi al rojo yo lo amo....
Veni veni veni veni a matar al provinciano",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/llenamos-la-popular-y-nos-mandamos-en-avalancha/,2026-09-01,,Copiado de texto público mediante extracción reproducible,71,requiere revisión: similitud,CAN0353,Sí,"Similitud alta conservada: CAN0353 (secuencia=0.853, vocabulario=0.800, longitud=0.986)"
CAN0352,CLU014,Independiente Santa Fe,Loquito por ti,"Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti
Yo te aliento sin parar yo te sigo a todas partes
Vamos cucuta querido
Eres tu enfermedad de la que no quiero curarme
Te quiero haste el infinito
Yo te aliento sin parar yo te sigo a todas partes
Vamos cucuta divino
Eres tu enfermedad de la que no quiero curarme
Te quiero haste el infinito
Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti
Porq el rojinegro es un sentimiento
Pasan los años y siguo aquí
De este gran amor yo no me arrepiento
Eres la razon de mí existir
De este gran amor no me arrepiento
Eres la razon de mí existir
Loquito por ti loco loco
Loquito por ti por ti por ti
Loquito por ti loco loco
Loquito por ti por ti por ti",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/loquito-por-ti/,2026-09-01,,Copiado de texto público mediante extracción reproducible,167,requiere revisión: similitud,CAN0336,Sí,"Similitud alta conservada: CAN0336 (secuencia=0.937, vocabulario=0.745, longitud=0.994)"
CAN0353,CLU014,Independiente Santa Fe,Los domingos despues de almorzar,"Los domingos despues de almorzar
Nos vamos todos para la cancha
Llenamos la popular
Y nos mandamos en avalancha
Cuando te veo SANTA FE
Toda esta banda se vuelve loca
Vamo' a saltar, vamo' a saltar
Y cuchillo pa' las locas
No somos putas como son las gallinas
No somos pueblo como ese nacional
Yo soy asi, al rojo yo lo amo
Veni, veni, veni, veni, veni, veni
A matar al provinciano",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/los-domingos-despues-de-almorzar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,72,requiere revisión: similitud,CAN0351,Sí,"Similitud alta conservada: CAN0351 (secuencia=0.853, vocabulario=0.800, longitud=0.986)"
CAN0354,CLU014,Independiente Santa Fe,Los muchachos que te aman,"otra vez otra vez
te vinieron a ver
los muchachos
que te aman santafe",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/los-muchachos-que-te-aman/,2026-09-01,,Copiado de texto público mediante extracción reproducible,14,aceptado,,No,
CAN0355,CLU014,Independiente Santa Fe,Me lo dijo una Gitana,"Una gitana hermosa tiro las cartas ¡¡que dijo!!
me dijo que el albi rojo salia campeon...
corrimos a las GAYinas no paso nada ¡¡y nada paso!!
y vamo a correr al diablo q es un cagon,
me lo dijo una gitana me lo dijo con fervor
o dejas la marihuana o te vas para el cajon
me lo dijo una gitana
yo no le quise creer
yo le sigo dando al vino y a la yerba otra vez.",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/me-lo-dijo-una-gitana/,2026-09-01,,Copiado de texto público mediante extracción reproducible,78,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/una-gitana-hermosa-tiro-las-cartas/
CAN0356,CLU014,Independiente Santa Fe,Millos no tiene los huevos,"millos no tiene los huevos
no pelean sin los fierros
sos igual a los del verde sos cagon
y aunque no demos la vuelta
el leon esta de fiesta
la locura de la droga y el leon
No me arrepiente de este amor
aunque me cueste el corazon
te sigo a todas partes SANTAFE
como nunca jamas lo imagine
la camiseta en la piel
siempre te venimos a ver
a miyoz que lo vamos a matar
no aguanta sin custodia policial",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/millos-no-tiene-los-huevos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,81,aceptado,,No,
CAN0357,CLU014,Independiente Santa Fe,Muchachos traigan vino juega Santa Fe,"Muchachos traigan vino juega Santa Fe
Esta banda está de fiesta
Hoy no podemos perder
Muchachos traigan vino juega Santa Fe
Me emborracho bien borracho
Las locas vamo a correr
Todo lo que yo viví
Todo lo que yo dejé
Por seguir a Santa Fe
Nadie lo puede entender
Yo no sé cómo explicar
Que te llevo en la piel
Sos la droga que en las venas me inyectaron al nacer
Se me parte el corazón
Cada vez que vos perdes
Yo me tomo una cerveza y otra vez te vengo a ver",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/muchachos-traigan-vino-juega-santa-fe/,2026-09-01,,Copiado de texto público mediante extracción reproducible,93,aceptado,,No,
CAN0358,CLU014,Independiente Santa Fe,Muchas veces fui preso por Santa fe,"Tambieenn lloree
& muchas veces fui preso por santa fe
Hay una cosa que solo le pido a dios
Que el rojo vaya conmigo hasta el cajón..
& vayas a donde vayas yo voy con vos
Porque esto es un sentimiento es un descontrol",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/muchas-veces-fui-preso-por-santa-fe/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,requiere revisión: similitud,CAN0342,Sí,"Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/tambien-llore/; Similitud alta conservada: CAN0342 (secuencia=0.976, vocabulario=0.946, longitud=1.000)"
CAN0359,CLU014,Independiente Santa Fe,Ni la muerte nos va separar,"A mi no me interesa en que cancha jugués
Local o visitante yo te vengo a ver
Ni la muerte nos va separar
Desde el cielo te voy alentar
Y vamo vamo vamo vamo santa fe bis
Te llevamos en el corazón
Daría la vida por verte campeón",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/ni-la-muerte-nos-va-separar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,48,requiere revisión: similitud,CAN0392,Sí,"Similitud alta conservada: CAN0392 (secuencia=0.843, vocabulario=0.925, longitud=0.889)"
CAN0360,CLU014,Independiente Santa Fe,No son bogotanos,"ohhhhh no son bogotanos
ohhhhh no son bogotanos
ohhhhh no son bogotanos
son amargos PROVINCIANOS
ohhhhh que se maten todos
ohhhhh que se maten todos
ohhhhh que se maten todos
que no quede ni uno SOLO",,,,,Barrabrava.net,https://barrabrava.net/independiente-santa-fe/la-guardia-albi-roja-sur/letra/no-son-bogotanos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,36,aceptado,,No,
